Tier4,Weight,Portfolio Name
AlTi-Allianz Private Debt,0.0254,AlTi Asian Conservative Traditional
Apollo Debt Solutions Class I,0.0344,AlTi Asian Conservative Traditional
BlackRock ICS USD Liquidity Prem T0 Acc,0.1130,AlTi Asian Conservative Traditional
Dimensional Emerg Mkt Trgtd Val USD Acc,0.0147,AlTi Asian Conservative Traditional
Dimensional Emerging Mkts Val A USD Acc,0.0148,AlTi Asian Conservative Traditional
Dimensional US High Profitability ETF,0.0223,AlTi Asian Conservative Traditional
Horizon Trade Finance - European A3,0.0156,AlTi Asian Conservative Traditional
Horizon Trade Finance - North American A1,0.0167,AlTi Asian Conservative Traditional
iShares € Govt Bond 20y TgtDur ETF € Acc,0.0303,AlTi Asian Conservative Traditional
iShares 20+ Year Treasury Bond ETF,0.0339,AlTi Asian Conservative Traditional
iShares Bitcoin Trust ETF,0.0192,AlTi Asian Conservative Traditional
iShares China Government Bond ETF RMB,0.0238,AlTi Asian Conservative Traditional
iShares Core S&P 500 ETF USD Acc,0.0723,AlTi Asian Conservative Traditional
iShares Physical Silver ETC,0.0359,AlTi Asian Conservative Traditional
iShares Gold Trust,0.1336,AlTi Asian Conservative Traditional
L&G Multi-Strategy Enhanced Cmdts ETF,0.0127,AlTi Asian Conservative Traditional
Pictet-Sovereign Short-Term MM USD I,0.0548,AlTi Asian Conservative Traditional
Premia China Treasury and Policy Bank Bond Long Duration ETF USD Hedged,0.0236,AlTi Asian Conservative Traditional
Sprott Physical Uranium Trust Units,0.0253,AlTi Asian Conservative Traditional
Yotta Absolute Fund,0.2131,AlTi Asian Conservative Traditional
Yotta Value Fund,0.0646,AlTi Asian Conservative Traditional
ACF FX&Futures Overlay,0.1586,AlTi Asian Quasi-Endowment LT Growth
Arcus Japan A Acc JPY,0.0248,AlTi Asian Quasi-Endowment LT Growth
Arcus Japan Value Fund - Relative,0.0150,AlTi Asian Quasi-Endowment LT Growth
Cameco Corp,0.0222,AlTi Asian Quasi-Endowment LT Growth
Dimensional Emerging Mkts Val A USD Acc,0.0726,AlTi Asian Quasi-Endowment LT Growth
Dimensional US High Profitability ETF,0.0304,AlTi Asian Quasi-Endowment LT Growth
FengHe Asia Fund,0.0587,AlTi Asian Quasi-Endowment LT Growth
GQG Partners Emerging Mkts Eq I USD Acc,0.0253,AlTi Asian Quasi-Endowment LT Growth
Invesco NASDAQ 100 ETF,0.0209,AlTi Asian Quasi-Endowment LT Growth
iShares Core MSCI World ETF USD Acc,0.0813,AlTi Asian Quasi-Endowment LT Growth
iShares Core S&P 500 ETF USD Acc,0.0257,AlTi Asian Quasi-Endowment LT Growth
Life Cycle Global Equity UCITS C USD Acc,0.0397,AlTi Asian Quasi-Endowment LT Growth
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0299,AlTi Asian Quasi-Endowment LT Growth
Pictet-Sovereign Short-Term MM USD I,0.0136,AlTi Asian Quasi-Endowment LT Growth
SHILLER US SECTOR INDEX SC E USD ACC,0.0158,AlTi Asian Quasi-Endowment LT Growth
The Children's Investment Fund G - WEF,0.0594,AlTi Asian Quasi-Endowment LT Growth
Tracker Fund of Hong Kong ETF,0.0469,AlTi Asian Quasi-Endowment LT Growth
Viking Global Equities,0.0323,AlTi Asian Quasi-Endowment LT Growth
Yotta Absolute Fund,0.0979,AlTi Asian Quasi-Endowment LT Growth
Yotta Value Fund,0.1290,AlTi Asian Quasi-Endowment LT Growth
AIA Hedge Fund Strategies - Absolute Return USD,0.1200,AlTi International Balanced Quasi-Endowment
AlTi-Allianz Private Debt Composite,0.0800,AlTi International Balanced Quasi-Endowment
Arcus Japan A Acc JPY,0.0325,AlTi International Balanced Quasi-Endowment
Brookfield Infrastructure Income Fund Inc.,0.0400,AlTi International Balanced Quasi-Endowment
Coatue Long Only,0.0450,AlTi International Balanced Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0550,AlTi International Balanced Quasi-Endowment
Fidelity Inv MM Treasury Instl,0.1000,AlTi International Balanced Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0225,AlTi International Balanced Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0375,AlTi International Balanced Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0250,AlTi International Balanced Quasi-Endowment
iShares Core Global Aggt Bd ETF USD HAcc,0.0800,AlTi International Balanced Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0300,AlTi International Balanced Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0250,AlTi International Balanced Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0450,AlTi International Balanced Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0300,AlTi International Balanced Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.1525,AlTi International Balanced Quasi-Endowment
Wellington Glbl Impact Bond USD S Ac,0.0800,AlTi International Balanced Quasi-Endowment
AIA Hedge Fund Strategies - Absolute Return USD,0.1200,AlTi International Growth Quasi-Endowment
AlTi-Allianz Private Debt Composite,0.0800,AlTi International Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0475,AlTi International Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc.,0.0400,AlTi International Growth Quasi-Endowment
Coatue Long Only,0.0600,AlTi International Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0775,AlTi International Growth Quasi-Endowment
Fidelity Inv MM Treasury Instl,0.0400,AlTi International Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0300,AlTi International Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0450,AlTi International Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0325,AlTi International Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0500,AlTi International Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0350,AlTi International Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0600,AlTi International Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0450,AlTi International Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.2175,AlTi International Growth Quasi-Endowment
Wellington Glbl Impact Bond USD S Ac,0.0200,AlTi International Growth Quasi-Endowment
AIA Hedge Fund Strategies - Absolute Return USD,0.0750,AlTi International LT Growth Quasi-Endowment
AlTi-Allianz Private Debt Composite,0.0500,AlTi International LT Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0525,AlTi International LT Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc.,0.0250,AlTi International LT Growth Quasi-Endowment
Coatue Long Only,0.0675,AlTi International LT Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0900,AlTi International LT Growth Quasi-Endowment
Fidelity Inv MM Treasury Instl,0.0400,AlTi International LT Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0350,AlTi International LT Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0500,AlTi International LT Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0375,AlTi International LT Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0600,AlTi International LT Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0400,AlTi International LT Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0675,AlTi International LT Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0500,AlTi International LT Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.2500,AlTi International LT Growth Quasi-Endowment
Wellington Glbl Impact Bond USD S Ac,0.0100,AlTi International LT Growth Quasi-Endowment
AIA Hedge Fund Strategies - Absolute Return USD,0.1200,AlTi International Moderate Growth Quasi-Endowment
AlTi-Allianz Private Debt Composite,0.0800,AlTi International Moderate Growth Quasi-Endowment
Arcus Japan A Acc JPY,0.0400,AlTi International Moderate Growth Quasi-Endowment
Brookfield Infrastructure Income Fund Inc.,0.0400,AlTi International Moderate Growth Quasi-Endowment
Coatue Long Only,0.0525,AlTi International Moderate Growth Quasi-Endowment
Eagle Capital US Equity R USD Acc,0.0675,AlTi International Moderate Growth Quasi-Endowment
Fidelity Inv MM Treasury Instl,0.0700,AlTi International Moderate Growth Quasi-Endowment
FT Energy Income Partners Strategy ETF,0.0250,AlTi International Moderate Growth Quasi-Endowment
GQG Partners Emerging Mkts Eq I USD Acc,0.0425,AlTi International Moderate Growth Quasi-Endowment
GQG Partners Global Equity I USD Acc,0.0300,AlTi International Moderate Growth Quasi-Endowment
iShares Core Global Aggt Bd ETF USD HAcc,0.0450,AlTi International Moderate Growth Quasi-Endowment
Life Cycle Global Equity UCITS C USD Acc,0.0400,AlTi International Moderate Growth Quasi-Endowment
Pac Nrth of Sth Glb EM Eq Z USD Acc,0.0300,AlTi International Moderate Growth Quasi-Endowment
The Children's Investment Fund Class G (P.E. Fund),0.0525,AlTi International Moderate Growth Quasi-Endowment
UBS Core MSCI Europe UCITS ETF EUR dis,0.0375,AlTi International Moderate Growth Quasi-Endowment
Vanguard S&P 500 ETF USD Acc,0.1825,AlTi International Moderate Growth Quasi-Endowment
Wellington Glbl Impact Bond USD S Ac,0.0450,AlTi International Moderate Growth Quasi-Endowment
Algebris Financial Credit I EUR Acc,0.0132,AlTi Lugano EUR Balanced Traditional
BGF Continental Eurp Flex D2,0.0840,AlTi Lugano EUR Balanced Traditional
Eagle Capital US Equity R USD Acc,0.0631,AlTi Lugano EUR Balanced Traditional
Global Evolution Frontier Mkts R CL EUR,0.0332,AlTi Lugano EUR Balanced Traditional
GQG Partners Emerging Mkts Eq I EUR Acc,0.0530,AlTi Lugano EUR Balanced Traditional
Groupama Entreprises IC,0.0551,AlTi Lugano EUR Balanced Traditional
Invesco Physical Gold ETC,0.0413,AlTi Lugano EUR Balanced Traditional
iShares $ Trs Bd 7-10yr ETF EUR H Dist,0.0354,AlTi Lugano EUR Balanced Traditional
iShares MSCI World EUR Hedged ETF Acc,0.1248,AlTi Lugano EUR Balanced Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0745,AlTi Lugano EUR Balanced Traditional
PIMCO GIS Income Instl EURH Acc,0.0299,AlTi Lugano EUR Balanced Traditional
Plurima Apuano Flexible Bond A Instl Pre,0.0470,AlTi Lugano EUR Balanced Traditional
Rubrics Global Credit UCITS B EUR,0.0370,AlTi Lugano EUR Balanced Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.1087,AlTi Lugano EUR Balanced Traditional
Schroder ISF EURO Corp Bd C Acc EUR,0.0371,AlTi Lugano EUR Balanced Traditional
UBAM Global High Yield Solution IHC EUR,0.0391,AlTi Lugano EUR Balanced Traditional
Vanguard Glb S/T Bd Idx € H Acc,0.0229,AlTi Lugano EUR Balanced Traditional
Vanguard S&P 500 ETF USD Acc,0.1006,AlTi Lugano EUR Balanced Traditional
Algebris Financial Credit I EUR Acc,0.0215,AlTi Lugano EUR Conservative Traditional
BGF Continental Eurp Flex D2,0.0475,AlTi Lugano EUR Conservative Traditional
BlackRock ICS Euro Liq Prem Acc EUR,0.0003,AlTi Lugano EUR Conservative Traditional
Eagle Capital US Equity R USD Acc,0.0356,AlTi Lugano EUR Conservative Traditional
Global Evolution Frontier Mkts R CL EUR,0.0541,AlTi Lugano EUR Conservative Traditional
GQG Partners Emerging Mkts Eq I EUR Acc,0.0299,AlTi Lugano EUR Conservative Traditional
Groupama Entreprises IC,0.0897,AlTi Lugano EUR Conservative Traditional
Invesco Physical Gold ETC,0.0407,AlTi Lugano EUR Conservative Traditional
iShares $ Trs Bd 7-10yr ETF EUR H Dist,0.0576,AlTi Lugano EUR Conservative Traditional
iShares MSCI World EUR Hedged ETF Acc,0.0705,AlTi Lugano EUR Conservative Traditional
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0420,AlTi Lugano EUR Conservative Traditional
PIMCO GIS Income Instl EURH Acc,0.0487,AlTi Lugano EUR Conservative Traditional
Plurima Apuano Flexible Bond A Instl Pre,0.0766,AlTi Lugano EUR Conservative Traditional
Rubrics Global Credit UCITS B EUR,0.0601,AlTi Lugano EUR Conservative Traditional
Schroder GAIA WellingtonPagosa C AccEURH,0.1071,AlTi Lugano EUR Conservative Traditional
Schroder ISF EURO Corp Bd C Acc EUR,0.0604,AlTi Lugano EUR Conservative Traditional
UBAM Global High Yield Solution IHC EUR,0.0636,AlTi Lugano EUR Conservative Traditional
Vanguard Glb S/T Bd Idx € H Acc,0.0373,AlTi Lugano EUR Conservative Traditional
Vanguard S&P 500 ETF USD Acc,0.0568,AlTi Lugano EUR Conservative Traditional
abrdn-Emerg Mrkt Corp Bond I Acc HEUR,0.0200,IWM Model Traditional EUR Balanced
AIA ICAV Absolute Return Composite (EUR),0.1000,IWM Model Traditional EUR Balanced
AIA ICAV Alternative Credit Composite (EUR A1 Acc),0.0250,IWM Model Traditional EUR Balanced
AIA ICAV Hedged Equity Composite (EUR),0.1000,IWM Model Traditional EUR Balanced
AlTi-Allianz Private Debt EUR Composite,0.0250,IWM Model Traditional EUR Balanced
Arcus Japan A Acc JPY,0.0250,IWM Model Traditional EUR Balanced
BlackRock ICS Euro Liq Prem (Acc T0) EUR,0.0100,IWM Model Traditional EUR Balanced
BNY Mellon Global Credit EUR W Acc H,0.0350,IWM Model Traditional EUR Balanced
Dodge & Cox Worldwide Global Stk USD Acc,0.0350,IWM Model Traditional EUR Balanced
Eagle Capital US Equity R USD Acc,0.0300,IWM Model Traditional EUR Balanced
Fundsmith Equity I USD Acc,0.0300,IWM Model Traditional EUR Balanced
iShares Core MSCI Europe ETF EUR Acc,0.0650,IWM Model Traditional EUR Balanced
iShares Core MSCI World ETF USD Acc,0.0200,IWM Model Traditional EUR Balanced
iShares Core S&P 500 ETF USD Acc,0.1600,IWM Model Traditional EUR Balanced
iShares MSCI EM Asia ETF USD Acc,0.0250,IWM Model Traditional EUR Balanced
iShares Physical Gold ETC,0.0400,IWM Model Traditional EUR Balanced
iShares Russell 2500 ETF,0.0200,IWM Model Traditional EUR Balanced
Janus Henderson Hrzn Glb HY Bd I2 HEUR,0.0200,IWM Model Traditional EUR Balanced
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0250,IWM Model Traditional EUR Balanced
PIMCO GIS Income Instl EURH Acc,0.0300,IWM Model Traditional EUR Balanced
Polen Capital Focus US Gr USD Instl,0.0150,IWM Model Traditional EUR Balanced
Stt Strt Glbl Trs Bd Idx I EUR Acc Hdg,0.0750,IWM Model Traditional EUR Balanced
UBS BBG Commodity Index SF ETF USD acc,0.0200,IWM Model Traditional EUR Balanced
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0250,IWM Model Traditional EUR Balanced
Veritas Asian C USD,0.0250,IWM Model Traditional EUR Balanced
abrdn-Emerg Mrkt Corp Bond I Acc HEUR,0.0300,IWM Model Traditional EUR Defensive
AIA ICAV Absolute Return Composite (EUR),0.1000,IWM Model Traditional EUR Defensive
AIA ICAV Alternative Credit Composite (EUR A1 Acc),0.0500,IWM Model Traditional EUR Defensive
AIA ICAV Hedged Equity Composite (EUR),0.1000,IWM Model Traditional EUR Defensive
AlTi-Allianz Private Debt EUR Composite,0.0500,IWM Model Traditional EUR Defensive
BlackRock ICS Euro Liq Prem (Acc T0) EUR,0.0300,IWM Model Traditional EUR Defensive
BNY Mellon Global Credit EUR W Acc H,0.0850,IWM Model Traditional EUR Defensive
Dodge & Cox Worldwide Global Stk USD Acc,0.0200,IWM Model Traditional EUR Defensive
Eagle Capital US Equity R USD Acc,0.0150,IWM Model Traditional EUR Defensive
iShares Core MSCI Europe ETF EUR Acc,0.0200,IWM Model Traditional EUR Defensive
iShares Core MSCI World ETF USD Acc,0.0100,IWM Model Traditional EUR Defensive
iShares Core S&P 500 ETF USD Acc,0.0450,IWM Model Traditional EUR Defensive
iShares MSCI EM Asia ETF USD Acc,0.0150,IWM Model Traditional EUR Defensive
iShares Physical Gold ETC,0.0600,IWM Model Traditional EUR Defensive
iShares Russell 2500 ETF,0.0100,IWM Model Traditional EUR Defensive
Janus Henderson Hrzn Glb HY Bd I2 HEUR,0.0500,IWM Model Traditional EUR Defensive
PIMCO GIS Income Instl EURH Acc,0.0750,IWM Model Traditional EUR Defensive
Stt Strt Glbl Trs Bd Idx I EUR Acc Hdg,0.1800,IWM Model Traditional EUR Defensive
UBS BBG Commodity Index SF ETF USD acc,0.0400,IWM Model Traditional EUR Defensive
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0150,IWM Model Traditional EUR Defensive
abrdn-Emerg Mrkt Corp Bond I Acc HEUR,0.0100,IWM Model Traditional EUR Growth
AIA ICAV Absolute Return Composite (EUR),0.1000,IWM Model Traditional EUR Growth
AIA ICAV Alternative Credit Composite (EUR A1 Acc),0.0250,IWM Model Traditional EUR Growth
AIA ICAV Hedged Equity Composite (EUR),0.1000,IWM Model Traditional EUR Growth
AlTi-Allianz Private Debt EUR Composite,0.0250,IWM Model Traditional EUR Growth
Arcus Japan A Acc JPY,0.0350,IWM Model Traditional EUR Growth
Bin Yuan Greater China (Composite),0.0150,IWM Model Traditional EUR Growth
BlackRock ICS Euro Liq Prem (Acc T0) EUR,0.0050,IWM Model Traditional EUR Growth
BNY Mellon Global Credit EUR W Acc H,0.0200,IWM Model Traditional EUR Growth
Dodge & Cox Worldwide Global Stk USD Acc,0.0450,IWM Model Traditional EUR Growth
Eagle Capital US Equity R USD Acc,0.0400,IWM Model Traditional EUR Growth
Fundsmith Equity I USD Acc,0.0350,IWM Model Traditional EUR Growth
iShares Core MSCI Europe ETF EUR Acc,0.0850,IWM Model Traditional EUR Growth
iShares Core MSCI World ETF USD Acc,0.0250,IWM Model Traditional EUR Growth
iShares Core S&P 500 ETF USD Acc,0.2000,IWM Model Traditional EUR Growth
iShares MSCI EM Asia ETF USD Acc,0.0300,IWM Model Traditional EUR Growth
iShares Physical Gold ETC,0.0150,IWM Model Traditional EUR Growth
iShares Russell 2500 ETF,0.0300,IWM Model Traditional EUR Growth
Janus Henderson Hrzn Glb HY Bd I2 HEUR,0.0150,IWM Model Traditional EUR Growth
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0325,IWM Model Traditional EUR Growth
Polen Capital Focus US Gr USD Instl,0.0250,IWM Model Traditional EUR Growth
Stt Strt Glbl Trs Bd Idx I EUR Acc Hdg,0.0200,IWM Model Traditional EUR Growth
UBS BBG Commodity Index SF ETF USD acc,0.0150,IWM Model Traditional EUR Growth
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0325,IWM Model Traditional EUR Growth
Veritas Asian C USD,0.0200,IWM Model Traditional EUR Growth
abrdn-Emerg Mrkt Corp Bond I Acc HEUR,0.0300,IWM Model Traditional EUR Moderate
AIA ICAV Absolute Return Composite (EUR),0.1000,IWM Model Traditional EUR Moderate
AIA ICAV Alternative Credit Composite (EUR A1 Acc),0.0500,IWM Model Traditional EUR Moderate
AIA ICAV Hedged Equity Composite (EUR),0.1000,IWM Model Traditional EUR Moderate
AlTi-Allianz Private Debt EUR Composite,0.0500,IWM Model Traditional EUR Moderate
BlackRock ICS Euro Liq Prem (Acc T0) EUR,0.0200,IWM Model Traditional EUR Moderate
BNY Mellon Global Credit EUR W Acc H,0.0550,IWM Model Traditional EUR Moderate
Dodge & Cox Worldwide Global Stk USD Acc,0.0300,IWM Model Traditional EUR Moderate
Eagle Capital US Equity R USD Acc,0.0200,IWM Model Traditional EUR Moderate
Fundsmith Equity I USD Acc,0.0150,IWM Model Traditional EUR Moderate
iShares Core MSCI Europe ETF EUR Acc,0.0450,IWM Model Traditional EUR Moderate
iShares Core MSCI World ETF USD Acc,0.0150,IWM Model Traditional EUR Moderate
iShares Core S&P 500 ETF USD Acc,0.1000,IWM Model Traditional EUR Moderate
iShares MSCI EM Asia ETF USD Acc,0.0150,IWM Model Traditional EUR Moderate
iShares Physical Gold ETC,0.0500,IWM Model Traditional EUR Moderate
iShares Russell 2500 ETF,0.0150,IWM Model Traditional EUR Moderate
Janus Henderson Hrzn Glb HY Bd I2 HEUR,0.0400,IWM Model Traditional EUR Moderate
PIMCO GIS Income Instl EURH Acc,0.0450,IWM Model Traditional EUR Moderate
Stt Strt Glbl Trs Bd Idx I EUR Acc Hdg,0.1300,IWM Model Traditional EUR Moderate
UBS BBG Commodity Index SF ETF USD acc,0.0300,IWM Model Traditional EUR Moderate
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0300,IWM Model Traditional EUR Moderate
Veritas Asian C USD,0.0150,IWM Model Traditional EUR Moderate
abrdn-Emerg Mrkt Corp Bond I Acc USD,0.0200,IWM Model Traditional USD Balanced
AIA ICAV Absolute Return Composite (USD),0.1000,IWM Model Traditional USD Balanced
AIA ICAV Alternative Credit Composite (USD A1 Acc),0.0250,IWM Model Traditional USD Balanced
AIA ICAV Equity Hedge Composite (USD),0.1000,IWM Model Traditional USD Balanced
AlTi-Allianz Private Debt Composite,0.0250,IWM Model Traditional USD Balanced
Arcus Japan A Acc JPY,0.0250,IWM Model Traditional USD Balanced
BNY Mellon Global Credit USD W Acc,0.0350,IWM Model Traditional USD Balanced
Dodge & Cox Worldwide Global Stk USD Acc,0.0350,IWM Model Traditional USD Balanced
Eagle Capital US Equity R USD Acc,0.0300,IWM Model Traditional USD Balanced
FTSE USD EuroDep 3 Mon USD,0.0100,IWM Model Traditional USD Balanced
Fundsmith Equity I USD Acc,0.0300,IWM Model Traditional USD Balanced
iShares Core MSCI Europe ETF EUR Acc,0.0650,IWM Model Traditional USD Balanced
iShares Core MSCI World ETF USD Acc,0.0200,IWM Model Traditional USD Balanced
iShares Core S&P 500 ETF USD Acc,0.1600,IWM Model Traditional USD Balanced
iShares MSCI EM Asia ETF USD Acc,0.0250,IWM Model Traditional USD Balanced
iShares Physical Gold ETC,0.0400,IWM Model Traditional USD Balanced
iShares Russell 2500 ETF,0.0200,IWM Model Traditional USD Balanced
Janus Henderson Hrzn Glb HY Bd I2 USD,0.0200,IWM Model Traditional USD Balanced
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0250,IWM Model Traditional USD Balanced
PIMCO GIS Income Institutional USD Acc,0.0300,IWM Model Traditional USD Balanced
Polen Capital Focus US Gr USD Instl,0.0150,IWM Model Traditional USD Balanced
Stt Strt Glbl Trs Bd Idx I USD Acc Hdg,0.0750,IWM Model Traditional USD Balanced
UBS BBG Commodity Index SF ETF USD acc,0.0200,IWM Model Traditional USD Balanced
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0250,IWM Model Traditional USD Balanced
Veritas Asian C USD,0.0250,IWM Model Traditional USD Balanced
abrdn-Emerg Mrkt Corp Bond I Acc USD,0.0300,IWM Model Traditional USD Defensive
AIA ICAV Absolute Return Composite (USD),0.1000,IWM Model Traditional USD Defensive
AIA ICAV Alternative Credit Composite (USD A1 Acc),0.0500,IWM Model Traditional USD Defensive
AIA ICAV Equity Hedge Composite (USD),0.1000,IWM Model Traditional USD Defensive
AlTi-Allianz Private Debt Composite,0.0500,IWM Model Traditional USD Defensive
BNY Mellon Global Credit USD W Acc,0.0850,IWM Model Traditional USD Defensive
Dodge & Cox Worldwide Global Stk USD Acc,0.0200,IWM Model Traditional USD Defensive
Eagle Capital US Equity R USD Acc,0.0150,IWM Model Traditional USD Defensive
FTSE USD EuroDep 3 Mon USD,0.0300,IWM Model Traditional USD Defensive
iShares Core MSCI Europe ETF EUR Acc,0.0200,IWM Model Traditional USD Defensive
iShares Core MSCI World ETF USD Acc,0.0100,IWM Model Traditional USD Defensive
iShares Core S&P 500 ETF USD Acc,0.0400,IWM Model Traditional USD Defensive
iShares MSCI EM Asia ETF USD Acc,0.0150,IWM Model Traditional USD Defensive
iShares Physical Gold ETC,0.0600,IWM Model Traditional USD Defensive
iShares Russell 2500 ETF,0.0150,IWM Model Traditional USD Defensive
Janus Henderson Hrzn Glb HY Bd I2 USD,0.0500,IWM Model Traditional USD Defensive
PIMCO GIS Income Institutional USD Acc,0.0750,IWM Model Traditional USD Defensive
Stt Strt Glbl Trs Bd Idx I USD Acc Hdg,0.1800,IWM Model Traditional USD Defensive
UBS BBG Commodity Index SF ETF USD acc,0.0400,IWM Model Traditional USD Defensive
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0150,IWM Model Traditional USD Defensive
abrdn-Emerg Mrkt Corp Bond I Acc USD,0.0100,IWM Model Traditional USD Growth
AIA ICAV Absolute Return Composite (USD),0.1000,IWM Model Traditional USD Growth
AIA ICAV Alternative Credit Composite (USD A1 Acc),0.0250,IWM Model Traditional USD Growth
AIA ICAV Equity Hedge Composite (USD),0.1000,IWM Model Traditional USD Growth
AlTi-Allianz Private Debt Composite,0.0250,IWM Model Traditional USD Growth
Arcus Japan A Acc JPY,0.0350,IWM Model Traditional USD Growth
Bin Yuan Greater China (Composite),0.0150,IWM Model Traditional USD Growth
BNY Mellon Global Credit USD W Acc,0.0200,IWM Model Traditional USD Growth
Dodge & Cox Worldwide Global Stk USD Acc,0.0450,IWM Model Traditional USD Growth
Eagle Capital US Equity R USD Acc,0.0400,IWM Model Traditional USD Growth
FTSE USD EuroDep 3 Mon USD,0.0050,IWM Model Traditional USD Growth
Fundsmith Equity I USD Acc,0.0350,IWM Model Traditional USD Growth
iShares Core MSCI Europe ETF EUR Acc,0.0850,IWM Model Traditional USD Growth
iShares Core MSCI World ETF USD Acc,0.0250,IWM Model Traditional USD Growth
iShares Core S&P 500 ETF USD Acc,0.2000,IWM Model Traditional USD Growth
iShares MSCI EM Asia ETF USD Acc,0.0300,IWM Model Traditional USD Growth
iShares Physical Gold ETC,0.0150,IWM Model Traditional USD Growth
iShares Russell 2500 ETF,0.0300,IWM Model Traditional USD Growth
Janus Henderson Hrzn Glb HY Bd I2 USD,0.0150,IWM Model Traditional USD Growth
Pac Nrth of Sth Glb EM Eq Z EUR Acc,0.0325,IWM Model Traditional USD Growth
Polen Capital Focus US Gr USD Instl,0.0250,IWM Model Traditional USD Growth
Stt Strt Glbl Trs Bd Idx I USD Acc Hdg,0.0200,IWM Model Traditional USD Growth
UBS BBG Commodity Index SF ETF USD acc,0.0150,IWM Model Traditional USD Growth
Vanguard Em Mkts Stk Idx Ins Pl $ Acc,0.0325,IWM Model Traditional USD Growth
Veritas Asian C USD,0.0200,IWM Model Traditional USD Growth
abrdn-Emerg Mrkt Corp Bond I Acc USD,0.0300,IWM Model Traditional USD Moderate
AIA ICAV Absolute Return Composite (USD),0.1000,IWM Model Traditional USD Moderate
AIA ICAV Alternative Credit Composite (USD A1 Acc),0.0500,IWM Model Traditional USD Moderate
AIA ICAV Equity Hedge Composite (USD),0.1000,IWM Model Traditional USD Moderate
AlTi-Allianz Private Debt Composite,0.0500,IWM Model Traditional USD Moderate
BNY Mellon Global Credit USD W Acc,0.0550,IWM Model Traditional USD Moderate
Dodge & Cox Worldwide Global Stk USD Acc,0.0300,IWM Model Traditional USD Moderate
Eagle Capital US Equity R USD Acc,0.0200,IWM Model Traditional USD Moderate
FTSE USD EuroDep 3 Mon USD,0.0200,IWM Model Traditional USD Moderate
Fundsmith Equity I USD Acc,0.0150,IWM Model Traditional USD Moderate
iShares Core MSCI Europe ETF EUR Acc,0.0450,IWM Model Traditional USD Moderate
iShares Core MSCI World ETF USD Acc,0.0150,IWM Model Traditional USD Moderate
iShares Core S&P 500 ETF USD Acc,0.1000,IWM Model Traditional USD Moderate
iShares MSCI EM Asia ETF USD Acc,0.0150,IWM Model Traditional USD Moderate
iShares Physical Gold ETC,0.0500,IWM Model Traditional USD Moderate
iShares Russell 2500 ETF,0.0150,IWM Model Traditional USD Moderate
